,country,description,designation,points,price,province,region_1,region_2,variety,winery
920,US,"Textural and beautifully detailed, this offers front-loaded flavors of cola, cocoa, graphite and tobacco, wrapped around blackberry and black-cherry fruits. Despite the relatively steep alcohol, this drinks in a lighter, more elegant, yet quite showy style.",Balcombe Vineyard Block 1B,93,60,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Patricia Green Cellars
921,US,"Made entirely from Chardonnay grapes grown in one site, the inaugural vintage of this cuvée is delicious. It offers a rich core of almond paste flavor, with inviting peach, apple and pear fruit tones, all while remaining light, bright and highlighted with wet stone and gravel.",Schwarze Vineyard Brut,93,80,California,Carneros,Napa-Sonoma,Sparkling Blend,Schramsberg
922,France,"The wine comes from a parcel of land planted with both Merlot and Tannat. In its structure, this great wine has a strong connection to the Madirans that are the hallmark of this producer. With maturity, the wine has developed fine secondary flavors and undergrowth and dried-fruit flavors. The wine, named after a standing stone found in the area, is very ready to drink.",Château Bouscassé Menhir,93,25,Southwest France,Côtes de Gascogne,,Tannat-Merlot,Vignobles Brumont
923,US,"From the cool plains of the Petaluma Gap, this wine shines in violet and blueberry crumble aromas. Light bodied, it reveals deeper, darker pepper steak-like flavors as it opens, finishing on an elegant aftertaste of clove.",Flocchini Vineyard Petaluma Gap,93,32,California,Sonoma Coast,Sonoma,Syrah,Waxwing
924,Spain,"This modern-style Tempranillo is registering at max ripeness. Aromas of black fruits, raisin, tire rubber and toasty French oak project a dark outlook. In the mouth, this is tight and gripping. Flavors of blackened oak, cassis and blackberry finish firm and closed, with manageable tannins. Drink through 2025.",,93,61,Northern Spain,Rioja,,Tempranillo,San Vicente
925,US,"Bryan Babcock heads to Bentrock Vineyard on the southwestern edge of the appellation to deliver this wine redolent of red cherry, plum, mulberry, peppery spice and sagebrush. The palate is rich and full bodied, with tangy red plum skin and eucalyptus touches, finishing on a fresh, menthol-like note.",Deja Vu,93,60,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
926,US,"This is one of the most beloved Chardonnays from Santa Barbara County, and for good reason: Bryan Babcock manages to imbue his wine with buttery richness yet also balance it with acidity and smoke. Honeysuckle, almond and Gravenstein apple aromas lead into energetic yet creamy marshmallow and poached pear flavors, all cut with citrusy acidity.",Top Cream Babcock Vineyard,93,45,California,Sta. Rita Hills,Central Coast,Chardonnay,Babcock
927,US,"Unusual aromatics conjure ruby red grapefruit, Douglas fir needles, green tea and a touch of cola. The site, which is rather cool, fills in the main palate with grapes offering sleek subtle flavors of mountain berry.",Temperance Hill Vineyard,93,60,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bergström
928,US,"This herb-laced wine comes from a 1,100-feet elevation outpost five miles from the ocean and shows both feral notes and robust fruit. Tart cranberry flavor dominates, complemented by orange peel nuances. Its tannins are in full force, calling for more time in the glass if not in the cellar. Best the second day after opening, if one can wait.",King Ridge Vineyard,93,80,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
929,US,"This hearty and heavily spiced take on the grape offers fascinating black cherry, cardamom, chai spice and sanguine, meaty scents on the nose. The flavors may strike some palates as too intense, brimming with dried red cherry, Indian spice and kalamata olive, bound by energetic acidity and tactile grip.",Jasper,93,85,California,Santa Maria Valley,Central Coast,Pinot Noir,Challen
930,Italy,"Aromas of underbrush, black fruit, toast and espresso lead the nose on the blend of Sangiovese and 15% Malvasia Nera. The palate is still resting heavily on its oak, showing coffee, coconut, vanilla and mocha, along with dried black cherry, prune and clove. The raspy tannins need to soften up but the fruit richness is already drying up.",I Sodi di San Niccolò,89,90,Tuscany,Toscana,,Red Blend,Castellare di Castellina
931,Portugal,"This is a serious, wood-aged wine whose ripe fruits are dominated at the moment by heavy toast flavors. The fruit does offer weight and good potential, making it a structured, dark wine that is beginning to suggest a juicy future. Drink from 2017.",Alma Grande Reserva,89,18,Douro,,,Portuguese Red,Caves Velhas
932,Portugal,"This is a herbal, earthy wine with as many tannins as fruit at this stage. That gives it a dense, dusty texture that seeps into the ripe, sweet plum flavors. With the wood giving an extra push of richness as well as spice, it needs to age. Drink from 2017.",D. Fuas Reserva,89,7,Terras do Dão,,,Portuguese Red,Caves Velhas
933,Portugal,"To judge by the weight of the bottle, this is regarded as an important wine by the producer. The wine inside is attractive and fruity, ripe with berry fruits and considerable freshness. The tannins give the power for the bottle, dry and dense at this young stage. Drink from 2017.",Magna Carta Reserva,89,17,Alentejano,,,Portuguese Red,Caves Velhas
934,France,"Made to celebrate their 30th vintage, the Cazottes have produced a ripe, full-bodied wine that is still smooth and rich. Raspberries and fresh acidity give fruitiness with a delicious juicy aftertaste. Drink this wine soon, from early 2016.",Le Monde on Parle,89,18,Southwest France,Gaillac,,Duras,Domaine des Terrisses
935,US,"Deep blueberry, prune and dried purple aromas are made even more delicious by hints of bacon fat on this blend of 60% Petite Sirah, 30% Syrah, 9% Mourvèdre and 1% Grenache. The vintner lives in the historic Uvas Valley between Gilroy and Morgan Hill. Purple fruit juiciness is balanced by a sharp licorice edge, framed by judicious acidity and tannins.",Faith,89,39,California,California,California Other,Red Blend,Aver Family Vineyards
936,Chile,"Briny aromas of bell pepper, jalapeño and canned pea are green-leaning but not overly vegetal. This has a round mouthfeel and ample body to absorb the wine's acidity, while flavors of celery, bell pepper, lime and tangerine come with a strong grassy accent and a persistent, briny tasting finish.",Justo,89,17,Leyda Valley,,,Sauvignon Blanc,Claro
937,France,"This is a blend of Chardonnay, Sauvignon Blanc and Viognier (CSV). From estate vineyards in the Cahors region, it is a young wine, still developing its potentially aromatic character, fragrant acidity and rich pineapple and red apple flavors. Hold this wine and drink from late 2016.",CSV,89,20,Southwest France,Côtes du Lot,,White Blend,Clos Troteligotte
938,Chile,"A mix of tropical and citrus aromas is balanced by classic Leyda scents of bell pepper and jalapeño. This is crystal clear and zesty on the tongue, with cutting acidity. Lemon, tangerine and briny notes create a citrusy flavor profile, while the finish is juicy, crisp and cleansing.",Marques de Casa Concha,89,22,Leyda Valley,,,Sauvignon Blanc,Concha y Toro
939,US,"Minerally on the start, this white progresses into oaky vanilla and brioche notes with a heightened viscosity midway through, before re-finding its vibrancy at the end. In between expect a full-bodied, fruity expression of the variety highlighted by plenty of ripe apple and apricot.",,89,25,California,Carneros,Napa-Sonoma,Chardonnay,Conn Creek
940,Spain,"Rosy cherry and plum aromas turn more rubbery and raisiny as this airs out. Solid, lifted and deep on the palate, this varietal Garnacha deals lightly herbal, floral flavors of plum and cherry cough drop, while the finish is oaky, resiny, raw, scouring and tough. Nothing about this is subtle or elegant, but it is dynamic. Drink through 2020.",Hisenda Miret Microcuvée Garnatxa,89,50,Catalonia,Penedès,,Garnacha,Parés Baltà
941,US,"This medium-bodied wine is fresh and fruity, but also polished and sophisticated. It smells like raspberries and black plums, then adds chocolate and blackberry in the flavors. Rich and flavorful it also has welcome firm tannins and fruit acidity to keep it lively. Grenache is the leading grape ingredient.",Estate Infrared,89,31,California,Livermore Valley,Central Coast,Rhône-style Red Blend,Fenestra
942,Germany,"Wildflower and lemon zest brighten this dry, citrusy Pinot Gris. Lip smacking white grapefruit flavors flood the palate, along with a hint of bitter almond. It's a revitalizing white that's ready to drink, but also likely to maintain its fresh, primary flavors through 2017.",Schwarzer Adler,89,25,Baden,,,Pinot Gris,Franz Keller
943,Chile,"This blend is mostly Syrah, with Merlot and Cabernet Sauvignon backing it up. Dense, earthy, meaty and lightly roasted on the nose, the palate is mildly tannic, with lively acidity. Roasted, foresty plum and red-berry flavors end short and baked in character.",,89,26,Limarí Valley,,,Red Blend,Maray
944,Italy,"Vibrant and elegant, this delivers aromas and flavors of crushed red cherry, raspberry, cinnamon-spice and Alpine herbs. Supple tannins and bright acidity provide support. Enjoy through 2018.",Inferno,89,27,Lombardy,Valtellina Superiore,,Red Blend,Nino Negri
945,US,"Quite foamy when poured, this bubbly from the historic sparkling house offers aromas of apple flesh, ripe pears and lemon-lime soda. It presents straightforward flavors on the palate accented with apple blossoms, while white tuberose florals and a touch of guava trend toward the tropical side of the scale.",Brut Cuvée,89,25,California,Arroyo Grande Valley,Central Coast,Sparkling Blend,Laetitia
946,Italy,"Aromas of ripe dark-skinned fruit, spice, underbrush and dried herbs emerge from this blend of Cabernet Franc, Merlot and Petit Verdot. The palate delivers dried black cherries, plum, clove and grilled sage alongside tightly-knit tannins. Drink 2016–2020.",D'Aria,89,22,Tuscany,Toscana,,Red Blend,Leopoldo I di Toscana
947,US,"Spicy and still tight, this shows a big-boned style. Penetrating pear fruit flavors are dotted with white pepper, and finished with a hint of water cracker.",Logsdon Ridge Vineyard Rudolfo,89,18,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lumos
948,Chile,"Dense aromas of earth, berry fruits, latex and animal fur are a touch challenging at first but balance out with airing. This has a crisp, fresh feel despite coming from a hot year. Lightly herbal, leathery flavors of red currant and wild berry finish oaky, with more than adequate filling.",,89,20,Colchagua Valley,,,Cabernet Sauvignon,Maquis
949,Italy,"Subdued aromas of espresso, tobacco, cedar, tilled soil and mature black fruit waft out of the glass. Made entirely with Cabernet Sauvignon, the elegant palate offers raw red currants, dried black cherries, clove and anise alongside silky but rather fleeting tannins.",Potenti,89,65,Tuscany,Toscana,,Cabernet Sauvignon,Petra
